Watchlist 'Russell 3000'

Russell 3000
Symbol,Description,Company Name,Market Cap,Sector,Industry,Sub-Industry
CVGW,CALAVO GROWERS INC COM,CALAVO GROWERS INCORPORATED,647 M,Consumer Staples,Food Products,Packaged Foods & Meats
CVI,CVR ENERGY INC COM,"CVR ENERGY, INC.","3,822 M",Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Refining & Marketing
CVLT,COMMVAULT SYSTEMS INC COM,"COMMVAULT SYSTEMS, INC.","2,870 M",Information Technology,Software,Systems Software
CVLY,CODORUS VY BANCORP INC COM,"CODORUS VALLEY BANCORP, INC.",223 M,Financials,Banks,Regional Banks
CVM,CEL-SCI CORP COM,CEL-SCI CORPORATION,195 M,Health Care,Biotechnology,Biotechnology
CVNA,CARVANA CO COM CL A,CARVANA CO,"2,974 M",Consumer Discretionary,Specialty Retail,Automotive Retail
CVS,CVS HEALTH CORPORATION COM,CVS HEALTH CORP,"126,515 M",Health Care,Health Care Providers & Services,Health Care Services
CVX,CHEVRON CORPORATION COM,CHEVRON CORPORATION,"349,747 M",Energy,"Oil, Gas & Consumable Fuels",Integrated Oil & Gas
CW,CURTISS-WRIGHT CORP COM,CURTISS-WRIGHT CORPORATION,"5,508 M",Industrials,Aerospace & Defense,Aerospace & Defense
CWBR,COHBAR INC COM,<empty>,17 M,Health Care,Biotechnology,Biotechnology
CWCO,CONSOLIDATED WATER CO COM,<empty>,217 M,Utilities,Water Utilities,Water Utilities
CWEN,CLEARWAY ENERGY INC COM CL C,CLEARWAY ENERGY INC,"4,081 M",,,
CWEN/A,CLEARWAY ENERGY INC COM CL A,CLEARWAY ENERGY INC,0,,,
CWH,CAMPING WORLD HOLDINGS INC COM CL A,CAMPING WORLD HOLDINGS INC,"1,069 M",Consumer Discretionary,Specialty Retail,Automotive Retail
CWK,CUSHMAN AND WAKEFIELD PLC COM,CUSHMAN & WAKEFIELD PLC,"3,974 M",Real Estate,Real Estate Management & Development,Real Estate Services
CWST,CASELLA WASTE SYSTEMS COM CL A,CASELLA WASTE SYSTEMS INC,"3,757 M",Industrials,Commercial Services & Supplies,Environmental & Facilities Services
CWT,CALIFORNIA WATER SERVICE GROUP COM,CALIFORNIA WATER SERVICE GROUP,"2,977 M",Utilities,Water Utilities,Water Utilities
CXW,CORECIVIC INC COM USD0.01,CORECIVIC INC,"1,515 M",Industrials,Commercial Services & Supplies,Security & Alarm Services
CYBE,CYBER OPTICS COM,CYBEROPTICS CORPORATION,343 M,Information Technology,Semiconductors & Semiconductor Equipment,Semiconductor Equipment
CYCN,CYCLERION THERAPEUTICS INC COM,CYCLERION THERAPEUTICS INC,27 M,Health Care,Biotechnology,Biotechnology
CYH,COMMUNITY HEALTH SYS INC COM,"COMMUNITY HEALTH SYSTEMS, INC.",750 M,Health Care,Health Care Providers & Services,Health Care Facilities
CYRX,CRYOPORT INC COM,"CRYOPORT, INC.","1,268 M",Health Care,Health Care Equipment & Supplies,Health Care Equipment
CYTK,CYTOKINETICS INC COM,"CYTOKINETICS, INC.","3,640 M",Health Care,Biotechnology,Biotechnology
CZNC,CITIZENS AND NORTHERN CORP COM,CITIZENS & NORTHERN CORPORATION,382 M,Financials,Banks,Regional Banks
CZR,CAESARS ENTERTAINMENT INC NEW COM,CAESARS ENTERTAINMENT INC,"10,937 M",Consumer Discretionary,"Hotels, Restaurants & Leisure",Casinos & Gaming
D,DOMINION ENERGY INC COM,DOMINION ENERGY INC,"67,595 M",Utilities,Multi-Utilities,Multi-Utilities
DAKT,DAKTRONIC INC COM,DAKTRONICS INC,151 M,Information Technology,"Electronic Equipment, Instruments & Components",Electronic Equipment & Instruments
DAL,DELTA AIR LINES INC COM,DELTA AIR LINES INC,"24,947 M",Industrials,Airlines,Airlines
DAN,DANA INCORPORATED COM,DANA INC,"2,414 M",Consumer Discretionary,Auto Components,Auto Parts & Equipment
DAR,DARLING INGREDIENTS INC COM,DARLING INGREDIENTS INC,"13,565 M",Consumer Staples,Food Products,Agricultural Products
DBD,DIEBOLD NIXDORF INCORPORATED COM,DIEBOLD NIXDORF INC,238 M,Information Technology,"Technology Hardware, Storage & Peripherals","Technology Hardware, Storage & Peripherals"
DBI,DESIGNER BRANDS INC COM CL A,DESIGNER BRANDS INC,"1,098 M",Consumer Discretionary,Specialty Retail,Apparel Retail
DBX,DROPBOX INC COM CL A,DROPBOX INC,"8,216 M",Information Technology,Software,Application Software
DCI,DONALDSON CO INC COM,"DONALDSON COMPANY, INC.","6,586 M",Industrials,Machinery,Industrial Machinery
DCO,DUCOMMUN INC COM,DUCOMMUN INCORPORATED,554 M,Industrials,Aerospace & Defense,Aerospace & Defense
DCOM,DIME COMMUNITY BANCSHARES INC. COM,DIME COMMUNITY BANCSHARES INC (NEW YORK),"1,237 M",Financials,Banks,Regional Banks
DCPH,DECIPHERA PHARMACEUTICALS INC COM,DECIPHERA PHARMACEUTICALS INC,760 M,Health Care,Biotechnology,Biotechnology
DD,DUPONT DE NEMOURS INC COM,DUPONT DE NEMOURS INC,"34,470 M",Materials,Chemicals,Specialty Chemicals
DDD,3 D SYSTEMS INC COM,3D SYSTEMS CORPORATION,"1,387 M",Information Technology,"Technology Hardware, Storage & Peripherals","Technology Hardware, Storage & Peripherals"
DDOG,DATADOG INC COM CL A,DATADOG INC,"34,070 M",Information Technology,Software,Application Software
DDS,DILLARDS INC COM CL A,"DILLARD'S,  INC.","5,644 M",Consumer Discretionary,Multiline Retail,Department Stores
DE,DEERE & CO COM,DEERE & COMPANY,"110,866 M",Industrials,Machinery,Agricultural & Farm Machinery
DEA,EASTERLY GOVERNMENT PROP INC COM USD0.01,EASTERLY GOVERNMENT PROPERTIES INC,"1,746 M",Real Estate,Equity Real Estate Investment Trusts (REITs),Office REITs
DECK,DECKERS OUTDOOR CORP COM,DECKERS OUTDOOR CORPORATION,"7,198 M",Consumer Discretionary,"Textiles, Apparel & Luxury Goods",Footwear
DEI,DOUGLAS EMMETT INC COM STK USD0.01,"DOUGLAS EMMETT, INC.","4,757 M",Real Estate,Equity Real Estate Investment Trusts (REITs),Office REITs
DELL,DELL TECHNOLOGIES INC COM CL C,DELL TECHNOLOGIES INC,"38,544 M",Information Technology,"Technology Hardware, Storage & Peripherals","Technology Hardware, Storage & Peripherals"
DENN,DENNY'S CORPORATION COM,DENNY'S CORP.,640 M,Consumer Discretionary,"Hotels, Restaurants & Leisure",Restaurants
DFIN,DONNELLEY FIN SOLUTIONS INC COM,DONNELLEY FINANCIAL SOLUTIONS INC,985 M,Financials,Capital Markets,Financial Exchanges & Data
DFS,DISCOVER FINANCIAL SERVICES COM,DISCOVER FINANCIAL SERVICES,"31,187 M",Financials,Consumer Finance,Consumer Finance
DG,DOLLAR GENERAL CORP COM,DOLLAR GENERAL CORPORATION,"51,524 M",Consumer Discretionary,Multiline Retail,General Merchandise Stores
DGICA,DONEGAL GROUP COM CL A,DONEGAL GROUP INC.,501 M,Financials,Insurance,Property & Casualty Insurance
DGII,DIGI INTERNATIONAL INC COM,DIGI INTERNATIONAL INCORPORATED.,859 M,Information Technology,Communications Equipment,Communications Equipment
DGX,QUEST DIAGNOSTICS INC COM,QUEST DIAGNOSTICS INCORPORATED,"16,145 M",Health Care,Health Care Providers & Services,Health Care Services
DHC,DIVERSIFIED HEALTHCARE TRUST SHS OF BENEFICIAL INTEREST,DIVERSIFIED HEALTHCARE TRUST,499 M,Real Estate,Equity Real Estate Investment Trusts (REITs),Health Care REITs
DHI,DR HORTON INC COM,D R HORTON INC,"26,851 M",Consumer Discretionary,Household Durables,Homebuilding
DHIL,DIAMOND HILL INVESTMENT GROUP COM,"DIAMOND HILL INVESTMENT GROUP, INC.",590 M,Financials,Capital Markets,Asset Management & Custody Banks
DHR,DANAHER CORP COM,DANAHER CORPORATION,"195,344 M",Health Care,Life Sciences Tools & Services,Life Sciences Tools & Services
DHT,DHT HOLDINGS INC COM,DHT HOLDINGS INC,"1,011 M",Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Storage & Transportation
DHX,DHI GROUP INC COM,DHI GROUP INC,354 M,Communication Services,Interactive Media & Services,Interactive Media & Services
DIN,DINEEQUITY INC COM,DINE BRANDS GLOBAL INC,"1,244 M",Consumer Discretionary,"Hotels, Restaurants & Leisure",Restaurants
DIOD,DIODES INC COM,DIODES INC,"3,459 M",Information Technology,Semiconductors & Semiconductor Equipment,Semiconductors
DIS,WALT DISNEY COMPANY (THE) COM,WALT DISNEY CO,"198,542 M",Communication Services,Entertainment,Movies & Entertainment
DISH,DISH NETWORK CORPORATION COM CL A,DISH NETWORK CORPORATION,"11,612 M",Communication Services,Media,Cable & Satellite
DJCO,DAILY JOURNAL CO COM,DAILY JOURNAL CORPORATION,388 M,Communication Services,Media,Publishing
DK,DELEK US HOLDINGS INC COM,DELEK US HOLDINGS INC,"2,221 M",Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Refining & Marketing
DKS,DICKS SPORTING GOODS INC COM,"DICK'S SPORTING GOODS, INC.","6,555 M",Consumer Discretionary,Specialty Retail,Specialty Stores
DLB,DOLBY LABORATORIES INC COM CL A,"DOLBY LABORATORIES, INC.","7,872 M",Information Technology,Software,Systems Software
DLR,DIGITAL REALTY TRUST INC COM STK USD0.01,"DIGITAL REALTY TRUST, INC.","38,714 M",Real Estate,Equity Real Estate Investment Trusts (REITs),Specialized REITs
DLTH,DULUTH HOLDINGS INC COM CL B,DULUTH HOLDINGS INC,404 M,Consumer Discretionary,Internet & Direct Marketing Retail,Internet & Direct Marketing Retail
DLTR,DOLLAR TREE INC COM,"DOLLAR TREE, INCORPORATION","35,859 M",Consumer Discretionary,Multiline Retail,General Merchandise Stores
DLX,DELUXE CORP COM,DELUXE CORPORATION,"1,013 M",Industrials,Commercial Services & Supplies,Commercial Printing
DMRC,DIGIMARC CORP (NEW) COM,DIGIMARC CORPORATION,334 M,Information Technology,Software,Application Software
DMTK,DERMTECH INC COM,DERMTECH INC,193 M,Health Care,Biotechnology,Biotechnology
DNLI,DENALI THERAPEUTICS INC COM,DENALI THERAPEUTICS INC,"3,045 M",Health Care,Biotechnology,Biotechnology
DNOW,NOW INC COM,NOW INC,"1,273 M",Industrials,Trading Companies & Distributors,Trading Companies & Distributors
DOC,PHYSICIANS REALTY TRUST COM USD0.01,PHYSICIANS REALTY TRUST,"4,082 M",Real Estate,Equity Real Estate Investment Trusts (REITs),Health Care REITs
DOCU,DOCUSIGN INC COM,DOCUSIGN INC,"16,947 M",Information Technology,Software,Application Software
DOMO,DOMO INC COM CL B,DOMO INC,"1,139 M",Information Technology,Software,Application Software
DOOR,MASONITE INTERNATIONAL CORP COM,<empty>,"2,102 M",Industrials,Building Products,Building Products
DORM,DORMAN PRODUCTS IN COM,"DORMAN PRODUCTS, INC.","3,274 M",Consumer Discretionary,Auto Components,Auto Parts & Equipment
DOV,DOVER CORP COM,DOVER CORPORATION,"19,331 M",Industrials,Machinery,Industrial Machinery
DOW,DOW INC COM,DOW INC,"49,081 M",Materials,Chemicals,Commodity Chemicals
DOX,AMDOCS LTD COM,AMDOCS LTD,"10,647 M",Information Technology,IT Services,IT Consulting & Other Services
DPZ,DOMINOS PIZZA INC COM,"DOMINO' S PIZZA, INC.","13,389 M",Consumer Discretionary,"Hotels, Restaurants & Leisure",Restaurants
DRE,DUKE REALTY CORPORATION COM USD0.01,DUKE REALTY CORPORATION,"20,361 M",Real Estate,Equity Real Estate Investment Trusts (REITs),Industrial REITs
DRH,DIAMONDROCK HOSPITALITY CO COM USD0.01,DIAMONDROCK HOSPITALITY COMPANY,"2,269 M",Real Estate,Equity Real Estate Investment Trusts (REITs),Hotel & Resort REITs
DRI,DARDEN RESTAURANTS INC COM,"DARDEN RESTAURANTS, INC.","15,689 M",Consumer Discretionary,"Hotels, Restaurants & Leisure",Restaurants
DRNA,DICERNA PHARMACEUTICALS INC CSH MRG $38.25/SH 12/29/21,DICERNA PHARMACEUTICALS INC,<empty>,Health Care,Biotechnology,Biotechnology
DRQ,DRIL QUIP INC COM,DRIL-QUIP INC,"1,086 M",Energy,Energy Equipment & Services,Oil & Gas Equipment & Services
DRRX,DURECT CORP COM,DURECT CORPORATION,111 M,Health Care,Pharmaceuticals,Pharmaceuticals
DSKE,DASEKE INC COM,DASEKE INC,513 M,Industrials,Road & Rail,Trucking
DT,DYNATRACE INC COM,DYNATRACE INC,"11,878 M",Information Technology,Software,Application Software
DTE,DTE ENERGY CO COM,DTE ENERGY COMPANY,"25,692 M",Utilities,Multi-Utilities,Multi-Utilities
DTIL,PRECISION BIOSCIENCES INC COM,PRECISION BIOSCIENCES INC,106 M,Health Care,Biotechnology,Biotechnology
DUK,DUKE ENERGY CORP COM,DUKE ENERGY CORPORATION,"85,986 M",Utilities,Electric Utilities,Electric Utilities
DVA,DAVITA INC COM,DAVITA INC,"9,206 M",Health Care,Health Care Providers & Services,Health Care Services
DVAX,DYNAVAX TECHNOLOGIES CORP COM,DYNAVAX TECHNOLOGIES CORPORATION,"1,537 M",Health Care,Biotechnology,Biotechnology
DVN,DEVON ENERGY CORP COM,DEVON ENERGY CORPORATION,"50,886 M",Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Exploration & Production
DX,DYNEX CAPITAL INC COM,"DYNEX CAPITAL, INC.",599 M,Financials,Mortgage Real Estate Investment Trusts (REITs),Mortgage REITs
DXC,DXC TECHNOLOGY COMPANY COM,DXC TECHNOLOGY CO,"8,007 M",Information Technology,IT Services,IT Consulting & Other Services
DXCM,DEXCOM INC COM,"DEXCOM, INC.","29,611 M",Health Care,Health Care Equipment & Supplies,Health Care Equipment
DXPE,DXP ENTERPRISES INC COM,"DXP ENTERPRISES, INC.",572 M,Industrials,Trading Companies & Distributors,Trading Companies & Distributors
DY,DYCOM INDUSTRIES COM,"DYCOM INDUSTRIES, INC.","2,849 M",Industrials,Construction & Engineering,Construction & Engineering
DYAI,DYADIC INTERNATIONAL INC COM,"DYADIC INTERNATIONAL, INC.",75 M,Health Care,Biotechnology,Biotechnology
DZSI,DZS INC COM,DZS INC,533 M,Information Technology,Communications Equipment,Communications Equipment
EA,ELECTRONIC ARTS INC COM,"ELECTRONIC ARTS, INC.","39,709 M",Communication Services,Entertainment,Interactive Home Entertainment
EAF,GRAFTECH INTERNATIONAL LTD COM,GRAFTECH INTERNATIONAL LTD,"2,332 M",Industrials,Electrical Equipment,Electrical Components & Equipment
EARN,ELLINGTON RESIDENTIAL MTG REIT COM SHS BEN INT USD0.01,ELLINGTON RESIDENTIAL MORTGAGE REIT,107 M,Financials,Mortgage Real Estate Investment Trusts (REITs),Mortgage REITs
EAT,BRINKER INTERNATIONAL COM,"BRINKER INTERNATIONAL, INC.","1,323 M",Consumer Discretionary,"Hotels, Restaurants & Leisure",Restaurants
EB,EVENTBRITE INC COM CL A,EVENTBRITE INC,"1,223 M",Communication Services,Interactive Media & Services,Interactive Media & Services
EBAY,EBAY INC COM,EBAY INCORPORATED,"26,503 M",Consumer Discretionary,Internet & Direct Marketing Retail,Internet & Direct Marketing Retail
EBF,ENNIS INC COM,"ENNIS, INC.",463 M,Industrials,Commercial Services & Supplies,Commercial Printing
EBIX,EBIX INC COM,"EBIX, INC.",956 M,Information Technology,Software,Application Software
EBMT,EAGLE BANCORP MONTANA INC COM,"EAGLE BANCORP MONTANA, INCORPORATION",160 M,Financials,Banks,Regional Banks
EBS,EMERGENT BIOSOLUTIONS INC COM,"EMERGENT BIOSOLUTIONS, INC.","1,632 M",Health Care,Biotechnology,Biotechnology
EBTC,ENTERPRISE BANCORP INC COM,"ENTERPRISE BANCORP, INC.",406 M,Financials,Banks,Regional Banks
ECL,ECOLAB INC COM,ECOLAB INC.,"49,744 M",Materials,Chemicals,Specialty Chemicals
ECOL,US ECOLOGY INC CSH MRG  $48.00/SH 5/3/22,US ECOLOGY INC,<empty>,Industrials,Commercial Services & Supplies,Environmental & Facilities Services
ECOM,CHANNELADVISOR CORP COM,CHANNELADVISOR CORP,439 M,Information Technology,Software,Application Software
ECPG,ENCORE CAPITAL GROUP INC COM,"ENCORE CAPITAL GROUP, INC.","1,457 M",Financials,Consumer Finance,Consumer Finance
ED,CONSOLIDATED EDISON INC COM,"CONSOLIDATED EDISON, INC.","34,886 M",Utilities,Multi-Utilities,Multi-Utilities
EDIT,EDITAS MEDICINE INC COM,EDITAS MEDICINE INC,807 M,Health Care,Biotechnology,Biotechnology
EE,EXCELERATE ENERGY INC COM CL A,<empty>,773 M,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Storage & Transportation
EEFT,EURONET WORLDWIDE INC COM,"EURONET WORLDWIDE, INC.","6,108 M",Information Technology,IT Services,Data Processing & Outsourced Services
EEX,EMERALD HOLDING INC COM,EMERALD HOLDING INC,240 M,Communication Services,Media,Advertising
EFC,ELLINGTON FINANCIAL INC COM NPV,ELLINGTON FINANCIAL INC,948 M,Financials,Mortgage Real Estate Investment Trusts (REITs),Mortgage REITs
EFSC,ENTERPRISE FIN SERVICES CORP COM,ENTERPRISE FINANCIAL SERVICES CORPORATION,"1,725 M",Financials,Banks,Regional Banks
EFX,EQUIFAX INC COM,"EQUIFAX, INCORPORATED","24,516 M",Industrials,Professional Services,Research & Consulting Services
EGAN,EGAIN CORPORATION COM,EGAIN CORP,289 M,Information Technology,Software,Application Software
EGBN,EAGLE BANCORP INC COM,"EAGLE BANCORP, INC.","1,561 M",Financials,Banks,Regional Banks
EGHT,8X8 INC NEW COM,"8X8, INC.",892 M,Information Technology,Software,Application Software
EGLE,EAGLE BULK SHIPPING INC COM,EAGLE BULK SHIPPING INC.,"1,008 M",Industrials,Marine,Marine
EGP,EASTGROUP PROPERTIES INC COM USD0.0001,EASTGROUP PROPERTIES INCORPORATED,"6,869 M",Real Estate,Equity Real Estate Investment Trusts (REITs),Industrial REITs
EGRX,EAGLE PHARMACEUTICALS INC COM,"EAGLE PHARMACEUTICALS, INC",590 M,Health Care,Biotechnology,Biotechnology
EHC,ENCOMPASS HEALTH CORPORATION COM,ENCOMPASS HEALTH CORP,"6,508 M",Health Care,Health Care Providers & Services,Health Care Facilities
EHTH,EHEALTH INC COM,"EHEALTH, INC.",287 M,Financials,Insurance,Insurance Brokers
EIG,EMPLOYERS HOLDINGS INC COM,EMPLOYERS HOLDINGS INC,"1,144 M",Financials,Insurance,Property & Casualty Insurance
EIGR,EIGER BIOPHARMACEUTICALS INC COM,EIGER BIOPHARMACEUTICALS INC,294 M,Health Care,Biotechnology,Biotechnology
EIX,EDISON INTERNATIONAL COM,EDISON INTERNATIONAL,"26,817 M",Utilities,Electric Utilities,Electric Utilities
EL,ESTEE LAUDER COMPANIES INC COM CL A,ESTEE LAUDER COMPANIES INC,"93,461 M",Consumer Staples,Personal Products,Personal Products
ELA,ENVELA CORPORATION COM,ENVELA CORP,151 M,Consumer Discretionary,Specialty Retail,Specialty Stores
ELAN,ELANCO ANIMAL HEALTH INC COM,ELANCO ANIMAL HEALTH INC,"11,620 M",Health Care,Pharmaceuticals,Pharmaceuticals
ELF,E L F BEAUTY INC COM,ELF BEAUTY INC,"1,376 M",Consumer Staples,Personal Products,Personal Products
ELMD,ELECTROMED INC COM,"ELECTROMED, INCORPORATION",98 M,Health Care,Health Care Equipment & Supplies,Health Care Equipment
ELOX,ELOXX PHARMACEUTICALS INC COM,ELOXX PHARMACEUTICALS INC,28 M,Health Care,Pharmaceuticals,Pharmaceuticals
ELS,EQY LIFESTYLE PROP INC COM USD0.01,"EQUITY LIFESTYLE PROPERTIES, INC.","13,958 M",Real Estate,Equity Real Estate Investment Trusts (REITs),Residential REITs
ELY,CALLAWAY GOLF COMPANY COM,CALLAWAY GOLF CO,"4,153 M",Consumer Discretionary,Leisure Products,Leisure Products
EME,EMCOR GROUP COM,EMCOR GROUP INC,"5,458 M",Industrials,Construction & Engineering,Construction & Engineering
EML,EASTERN CO COM,EASTERN CO,133 M,Industrials,Machinery,Industrial Machinery
EMN,EASTMAN CHEMICAL CO COM,EASTMAN CHEMICAL COMPANY,"14,280 M",Materials,Chemicals,Specialty Chemicals
EMR,EMERSON ELECTRIC CO COM,EMERSON ELECTRIC CO,"53,412 M",Industrials,Electrical Equipment,Electrical Components & Equipment
ENDP,ENDO INTERNATIONAL PLC COM,ENDO INTERNATIONAL PLC,136 M,Health Care,Pharmaceuticals,Pharmaceuticals
ENOB,ENOCHIAN BIOSCIENCES INC COM,ENOCHIAN BIOSCIENCES INC,212 M,Health Care,Biotechnology,Biotechnology
ENPH,ENPHASE ENERGY INC COM,ENPHASE ENERGY INC,"27,200 M",Information Technology,Semiconductors & Semiconductor Equipment,Semiconductor Equipment
ENR,ENERGIZER HOLDINGS INC COM,ENERGIZER HOLDINGS INC,"2,110 M",Consumer Staples,Household Products,Household Products
ENS,ENERSYS COM,ENERSYS,"2,772 M",Industrials,Electrical Equipment,Electrical Components & Equipment
ENSG,ENSIGN GROUP INC COM,"ENSIGN GROUP, INCORPORATION (THE)","4,434 M",Health Care,Health Care Providers & Services,Health Care Facilities
ENTA,ENANTA PHARMACEUTICALS INC COM,ENANTA PHARMACEUTICALS INC,889 M,Health Care,Biotechnology,Biotechnology
ENTG,ENTEGRIS INC COM,"ENTEGRIS, INC.","15,324 M",Information Technology,Semiconductors & Semiconductor Equipment,Semiconductor Equipment
ENV,ENVESTNET INC COM,"ENVESTNET, INCORPORATION","3,571 M",Information Technology,Software,Application Software
ENVA,ENOVA INTERNATIONAL INC COM,ENOVA INTERNATIONAL INC,"1,009 M",Financials,Consumer Finance,Consumer Finance
ENZ,ENZO BIOCHEM INC COM,"ENZO BIOCHEM, INC.",119 M,Health Care,Health Care Providers & Services,Health Care Services
EOG,EOG RESOURCES INC COM,EOG RESOURCES INC,"83,136 M",Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Exploration & Production
EOLS,EVOLUS INC COM,EVOLUS INC,801 M,Health Care,Pharmaceuticals,Pharmaceuticals
EPAC,ENERPAC TOOL GROUP CORP COM CL A,ENERPAC TOOL GROUP CORP,"1,206 M",Industrials,Machinery,Industrial Machinery
EPAM,EPAM SYS INC COM,EPAM SYSTEMS INC,"19,448 M",Information Technology,IT Services,IT Consulting & Other Services
EPAY,BOTTOMLINE TECHNOLOGIES CSH MRG $57.00/SH 5/16/22,BOTTOMLINE TECHNOLOGIES INC,<empty>,Information Technology,Software,Application Software
EPC,EDGEWELL PERSONAL CARE CO COM,EDGEWELL PERSONAL CARE CO,"1,880 M",Consumer Staples,Personal Products,Personal Products
EPM,EVOLUTION PETR COR COM,EVOLUTION PETROLEUM CORPORATION,255 M,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Exploration & Production
EPR,EPR PROPERTIES SBI USD0.01,EPR PROPERTIES,"3,754 M",Real Estate,Equity Real Estate Investment Trusts (REITs),Specialized REITs
EPRT,ESSENTIAL PROP REALTY TRUST IN USD0.01,ESSENTIAL PROPERTIES REALTY TRUST INC,"3,019 M",Real Estate,Equity Real Estate Investment Trusts (REITs),Diversified REITs
EPZM,EPIZYME INC COM,EPIZYME INC,77 M,Health Care,Biotechnology,Biotechnology
EQBK,EQUITY BANCSHARES INC COM CL A,EQUITY BANCSHARES INC,529 M,Financials,Banks,Regional Banks
EQC,EQUITY COMMONWEALTH USD0.01( BNF INT),EQUITY COMMONWEALTH,"3,039 M",Real Estate,Equity Real Estate Investment Trusts (REITs),Office REITs
EQH,EQUITABLE HOLDINGS INC COM,EQUITABLE HOLDINGS INC,"11,289 M",Financials,Diversified Financial Services,Other Diversified Financial Services
EQIX,EQUINIX INC COM,"EQUINIX, INC.","62,308 M",Real Estate,Equity Real Estate Investment Trusts (REITs),Specialized REITs
EQR,EQUITY RESIDENTIAL SBI USD0.01,EQUITY RESIDENTIAL,"28,598 M",Real Estate,Equity Real Estate Investment Trusts (REITs),Residential REITs
EQT,EQT CORPORATION COM,EQT CORPORATION,"17,841 M",Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Exploration & Production
ERIE,ERIE INDEMNITY CO COM CL A,ERIE INDEMNITY COMPANY,"9,022 M",Financials,Insurance,Property & Casualty Insurance
ERII,ENERGY RECOVERY INC COM,ENERGY RECOVERY INCORPORATION,"1,222 M",Industrials,Machinery,Industrial Machinery
ES,EVERSOURCE ENERGY COM,EVERSOURCE ENERGY,"31,880 M",Utilities,Electric Utilities,Electric Utilities
ESCA,ESCALADE INC COM,"ESCALADE, INCORPORATED",180 M,Consumer Discretionary,Leisure Products,Leisure Products
ESE,ESCO TECHNOLOGIES INC COM,ESCO TECHNOLOGIES INC.,"1,758 M",Industrials,Machinery,Industrial Machinery
ESGR,ENSTAR GROUP LIMITED COM,<empty>,"4,016 M",Financials,Insurance,Reinsurance
ESI,ELEMENT SOLUTIONS INC COM,ELEMENT SOLUTIONS INC,"5,403 M",Materials,Chemicals,Specialty Chemicals
ESNT,ESSENT GROUP LTD COM,ESSENT GROUP LTD,"4,574 M",Financials,Thrifts & Mortgage Finance,Thrifts & Mortgage Finance
ESPR,ESPERION THERAPEUTICS INC COM,<empty>,365 M,Health Care,Pharmaceuticals,Pharmaceuticals
ESQ,ESQUIRE FINANCIAL HOLDINGS INC COM,ESQUIRE FINANCIAL HOLDINGS INC,309 M,Financials,Banks,Regional Banks
ESRT,EMPIRE ST RLTY TR INC COM USD0.01 CL 'A',EMPIRE STATE REALTY TRUST INC,"1,292 M",Real Estate,Equity Real Estate Investment Trusts (REITs),Diversified REITs
ESS,ESSEX PROPERTY TRUST INC COM USD0.0001,ESSEX PROPERTY TRUST INCORPORATED,"18,543 M",Real Estate,Equity Real Estate Investment Trusts (REITs),Residential REITs
ESSA,ESSA BANCORP INC COM,"ESSA BANCORP, INC.",170 M,Financials,Thrifts & Mortgage Finance,Thrifts & Mortgage Finance
ESTC,ELASTIC N V COM,ELASTIC NV,"6,844 M",Information Technology,Software,Application Software
ESTE,EARTHSTONE ENERGY INC COM CL A,EARTHSTONE ENERGY INC,"1,630 M",Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Exploration & Production
ETF,ABERDEEN EMRG MKTS SM CO OP FD COM,<empty>,<empty>,,,
ETN,EATON CORPORATION PLC COM,EATON CORP PLC,"56,036 M",Industrials,Electrical Equipment,Electrical Components & Equipment
ETNB,89BIO INC COM,89BIO INC,74 M,Health Care,Biotechnology,Biotechnology
ETON,ETON PHARMACEUTICALS INC COM,ETON PHARMACEUTICALS INC,76 M,Health Care,Pharmaceuticals,Pharmaceuticals
ETR,ENTERGY CORP COM,ENTERGY CORPORATION,"24,399 M",Utilities,Electric Utilities,Electric Utilities
ETRN,EQUITRANS MIDSTREAM CORP COM,EQUITRANS MIDSTREAM CORP,"3,549 M",Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Storage & Transportation
ETSY,ETSY INC COM,ETSY INC,"10,708 M",Consumer Discretionary,Internet & Direct Marketing Retail,Internet & Direct Marketing Retail
EVBG,EVERBRIDGE INC COM,EVERBRIDGE INC,"1,653 M",Information Technology,Software,Application Software
EVBN,EVANS BANCORP INC COM,"EVANS BANCORP, INC.",207 M,Financials,Banks,Regional Banks
EVC,ENTRAVISION COMMUNICATIONS COR COM CL A,ENTRAVISION COMMUNICATIONS CORPORATION,441 M,Communication Services,Media,Broadcasting
EVER,EVERQUOTE INC COM CL A,EVERQUOTE INC,278 M,Communication Services,Interactive Media & Services,Interactive Media & Services
EVFM,EVOFEM BIOSCIENCES INC COM,EVOFEM BIOSCIENCES INC,13 M,Health Care,Pharmaceuticals,Pharmaceuticals
EVH,EVOLENT HEALTH INC COM CL A,EVOLENT HEALTH INC,"2,774 M",Health Care,Health Care Technology,Health Care Technology
EVI,EVI INDUSTRIES INC COM,EVI INDUSTRIES INC,129 M,Industrials,Trading Companies & Distributors,Trading Companies & Distributors
