Watchlist 'S&P 400'

S&P 400
Symbol,Description,Company Name,Market Cap,Sector,Industry,Sub-Industry
CATY,CATHAY GENERAL BANCORP COM,CATHAY GENERAL BANCORP,"3,150 M",Financials,Banks,Regional Banks
CBRL,CRACKER BARREL OLD COM,"CRACKER BARREL OLD COUNTRY STORE, INCORPORATION","2,310 M",Consumer Discretionary,"Hotels, Restaurants & Leisure",Restaurants
CBSH,COMMERCE BANCSHARES INC COM,"COMMERCE BANCSHARES, INC.","8,310 M",Financials,Banks,Regional Banks
CBT,CABOT CORP COM,CABOT CORPORATION,"4,322 M",Materials,Chemicals,Commodity Chemicals
CC,THE CHEMOURS COMPANY LLC COM,CHEMOURS CO,"6,839 M",Materials,Chemicals,Diversified Chemicals
CCMP,CMC MATERIALS INC COM,CMC MATERIALS INC,"5,178 M",Information Technology,Semiconductors & Semiconductor Equipment,Semiconductor Equipment
CDAY,CERIDIAN HCM HLDG INC COM,CERIDIAN HCM HOLDING INC,"8,618 M",Information Technology,Software,Application Software
CDK,CDK GLOBAL INC COM,CDK GLOBAL INC,"6,381 M",Information Technology,Software,Application Software
CFR,CULLEN FROST BANKERS COM,"CULLEN/FROST BANKERS, INC","8,174 M",Financials,Banks,Regional Banks
CFX,ENOVIS CORPORATION 1:3 R/S 4/5/22 194014502,ENOVIS CORP,"2,101 M",Industrials,Machinery,Industrial Machinery
CGNX,COGNEX CORP COM,COGNEX CORPORATION,"8,399 M",Information Technology,"Electronic Equipment, Instruments & Components",Electronic Equipment & Instruments
CHDN,CHURCHILL DOWNS INC COM,CHURCHILL DOWNS INC,"8,026 M",Consumer Discretionary,"Hotels, Restaurants & Leisure",Casinos & Gaming
CHE,CHEMED CORP COM,CHEMED CORPORATION,"7,250 M",Health Care,Health Care Providers & Services,Health Care Services
CHH,CHOICE HOTELS INTL INC COM,"CHOICE HOTELS INTERNATIONAL, INC.","7,233 M",Consumer Discretionary,"Hotels, Restaurants & Leisure","Hotels, Resorts & Cruise Lines"
CHX,CHAMPIONX CORPORATION COM,CHAMPIONX CORP,"4,855 M",Energy,Energy Equipment & Services,Oil & Gas Equipment & Services
CIEN,CIENA CORP COM,CIENA CORPORATION,"7,381 M",Information Technology,Communications Equipment,Communications Equipment
CIT,CIT GROUP INC .062:1 EXC 1/4/22 31946M103,CIT GROUP INC.,"5,306 M",Financials,Banks,Regional Banks
CLF,CLEVELAND CLIFFS INC COM,CLEVELAND-CLIFFS INC,"12,069 M",Materials,Metals & Mining,Steel
CLH,CLEAN HARBORS INC COM,"CLEAN HARBORS, INC.","5,197 M",Industrials,Commercial Services & Supplies,Environmental & Facilities Services
CMC,COMMERCIAL METALS CO COM,COMMERCIAL METALS COMPANY,"4,870 M",Materials,Metals & Mining,Steel
CMP,COMPASS MINERALS INTL INC COM,COMPASS MINERALS INTERNATIONAL INC,"1,517 M",Materials,Metals & Mining,Diversified Metals & Mining
CNK,CINEMARK HOLDINGS INC COM,"CINEMARK HOLDINGS, INCORPORATION.","1,991 M",Communication Services,Entertainment,Movies & Entertainment
CNO,CNO FINANCIAL GROUP INC COM,CNO FINANCIAL GROUP INC,"2,334 M",Financials,Insurance,Life & Health Insurance
CNX,CNX RESOURCES CORPORATION COM,CNX RESOURCES CORP,"4,394 M",Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Exploration & Production
CNXC,CONCENTRIX CORPORATION COM,CONCENTRIX CORP,"8,389 M",Information Technology,IT Services,Data Processing & Outsourced Services
COHR,COHERENT INC COM,COHERENT INCORPORATED,"6,724 M",Information Technology,"Electronic Equipment, Instruments & Components",Electronic Equipment & Instruments
COLM,COLUMBIA SPORTSWEAR CO COM,COLUMBIA SPORTSWEAR COMPANY,"4,977 M",Consumer Discretionary,"Textiles, Apparel & Luxury Goods","Apparel, Accessories & Luxury Goods"
CONE,CYRUSONE INC CSH MRG $90.50/SH 3/28/22,CYRUSONE INC,<empty>,Real Estate,Equity Real Estate Investment Trusts (REITs),Specialized REITs
COR,CORESITE REALTY CORP CSH MRG $170.00/SH 12/28/21,CORESITE REALTY CORPORATION,"7,488 M",Real Estate,Equity Real Estate Investment Trusts (REITs),Specialized REITs
COTY,COTY INC COM CL A,COTY INC,"6,038 M",Consumer Staples,Personal Products,Personal Products
CPRI,CAPRI HOLDINGS LTD COM,CAPRI HOLDINGS LTD,"7,031 M",Consumer Discretionary,"Textiles, Apparel & Luxury Goods","Apparel, Accessories & Luxury Goods"
CPT,CAMDEN PROPERTY TRUST SBI USD0.01,CAMDEN PROPERTY TRUST,"15,217 M",Real Estate,Equity Real Estate Investment Trusts (REITs),Residential REITs
CR,CRANE HOLDINGS CO COM,CRANE HOLDINGS CO,"5,382 M",Industrials,Machinery,Industrial Machinery
CREE,CREE INC N/C 10/4/21 977852102,CREE INCORPORATED,<empty>,Information Technology,Semiconductors & Semiconductor Equipment,Semiconductors
CRI,CARTERS INC COM,"CARTER'S, INC.","3,156 M",Consumer Discretionary,"Textiles, Apparel & Luxury Goods","Apparel, Accessories & Luxury Goods"
CRNC,CERENCE INC COM,CERENCE INC,"1,169 M",Information Technology,Software,Application Software
CROX,CROCS INC COM,"CROCS, INC.","3,714 M",Consumer Discretionary,"Textiles, Apparel & Luxury Goods",Footwear
CRUS,CIRRUS LOGIC INC COM,CIRRUS LOGIC INC,"4,622 M",Information Technology,Semiconductors & Semiconductor Equipment,Semiconductors
CSL,CARLISLE COS INC COM,"CARLISLE COMPANIES, INCORPORATED","13,517 M",Industrials,Building Products,Building Products
CUZ,COUSINS PROPERTIES INC COM USD1.00(POST REV SPLIT),"COUSINS PROPERTIES, INCORPORATED","4,975 M",Real Estate,Equity Real Estate Investment Trusts (REITs),Office REITs
CVLT,COMMVAULT SYSTEMS INC COM,"COMMVAULT SYSTEMS, INC.","2,870 M",Information Technology,Software,Systems Software
CW,CURTISS-WRIGHT CORP COM,CURTISS-WRIGHT CORPORATION,"5,508 M",Industrials,Aerospace & Defense,Aerospace & Defense
DAN,DANA INCORPORATED COM,DANA INC,"2,411 M",Consumer Discretionary,Auto Components,Auto Parts & Equipment
DAR,DARLING INGREDIENTS INC COM,DARLING INGREDIENTS INC,"13,563 M",Consumer Staples,Food Products,Agricultural Products
DCI,DONALDSON CO INC COM,"DONALDSON COMPANY, INC.","6,586 M",Industrials,Machinery,Industrial Machinery
DECK,DECKERS OUTDOOR CORP COM,DECKERS OUTDOOR CORPORATION,"7,198 M",Consumer Discretionary,"Textiles, Apparel & Luxury Goods",Footwear
DEI,DOUGLAS EMMETT INC COM STK USD0.01,"DOUGLAS EMMETT, INC.","4,757 M",Real Estate,Equity Real Estate Investment Trusts (REITs),Office REITs
DKS,DICKS SPORTING GOODS INC COM,"DICK'S SPORTING GOODS, INC.","6,547 M",Consumer Discretionary,Specialty Retail,Specialty Stores
DOC,PHYSICIANS REALTY TRUST COM USD0.01,PHYSICIANS REALTY TRUST,"4,083 M",Real Estate,Equity Real Estate Investment Trusts (REITs),Health Care REITs
DTM,DT MIDSTREAM INC COM,DT MIDSTREAM INC,"5,602 M",Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Storage & Transportation
DY,DYCOM INDUSTRIES COM,"DYCOM INDUSTRIES, INC.","2,849 M",Industrials,Construction & Engineering,Construction & Engineering
EBS,EMERGENT BIOSOLUTIONS INC COM,"EMERGENT BIOSOLUTIONS, INC.","1,638 M",Health Care,Biotechnology,Biotechnology
EGP,EASTGROUP PROPERTIES INC COM USD0.0001,EASTGROUP PROPERTIES INCORPORATED,"6,869 M",Real Estate,Equity Real Estate Investment Trusts (REITs),Industrial REITs
EHC,ENCOMPASS HEALTH CORPORATION COM,ENCOMPASS HEALTH CORP,"6,508 M",Health Care,Health Care Providers & Services,Health Care Facilities
ELY,CALLAWAY GOLF COMPANY COM,CALLAWAY GOLF CO,"4,152 M",Consumer Discretionary,Leisure Products,Leisure Products
EME,EMCOR GROUP COM,EMCOR GROUP INC,"5,458 M",Industrials,Construction & Engineering,Construction & Engineering
ENR,ENERGIZER HOLDINGS INC COM,ENERGIZER HOLDINGS INC,"2,112 M",Consumer Staples,Household Products,Household Products
ENS,ENERSYS COM,ENERSYS,"2,772 M",Industrials,Electrical Equipment,Electrical Components & Equipment
ENV,ENVESTNET INC COM,"ENVESTNET, INCORPORATION","3,571 M",Information Technology,Software,Application Software
EPR,EPR PROPERTIES SBI USD0.01,EPR PROPERTIES,"3,756 M",Real Estate,Equity Real Estate Investment Trusts (REITs),Specialized REITs
EQT,EQT CORPORATION COM,EQT CORPORATION,"17,852 M",Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Exploration & Production
ESNT,ESSENT GROUP LTD COM,ESSENT GROUP LTD,"4,574 M",Financials,Thrifts & Mortgage Finance,Thrifts & Mortgage Finance
ETRN,EQUITRANS MIDSTREAM CORP COM,EQUITRANS MIDSTREAM CORP,"3,549 M",Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Storage & Transportation
EVR,EVERCORE INC COM,EVERCORE INC,"4,521 M",Financials,Capital Markets,Investment Banking & Brokerage
EWBC,EAST WEST BANCORP INC COM,EAST WEST BANCORP INCORPORATED,"10,325 M",Financials,Banks,Regional Banks
EXEL,EXELIXIS INC COM,"EXELIXIS, INC.","6,091 M",Health Care,Biotechnology,Biotechnology
EXP,EAGLE MATERIALS INC COM,"EAGLE MATERIALS, INC.","5,103 M",Materials,Construction Materials,Construction Materials
FAF,FIRST AMERICAN FINANCIAL CORP COM,FIRST AMERICAN FINANCIAL CORPORATION,"6,408 M",Financials,Insurance,Property & Casualty Insurance
FCFS,FIRSTCASH HOLDINGS INC COM,FIRSTCASH HOLDINGS INC,"3,305 M",Financials,Consumer Finance,Consumer Finance
FCN,FTI CONSULTING INC COM,"FTI CONSULTING, INC.","5,767 M",Industrials,Professional Services,Research & Consulting Services
FDS,FACTSET RESEARCH SYSTEMS COM,FACTSET RESEARCH SYSTEMS INC.,"14,362 M",Financials,Capital Markets,Financial Exchanges & Data
FFIN,FIRST FINANCIAL BANKSHARES INC COM,"FIRST FINANCIAL BANKSHARES, INC.","5,929 M",Financials,Banks,Regional Banks
FHI,FEDERATED HERMES INC COM CL B,FEDERATED HERMES INC,"3,140 M",Financials,Capital Markets,Asset Management & Custody Banks
FHN,FIRST HORIZON CORPORATION COM,FIRST HORIZON CORP,"12,243 M",Financials,Banks,Regional Banks
FICO,FAIR ISAAC CORP COM,FAIR ISAAC CORP.,"10,767 M",Information Technology,Software,Application Software
FIVE,FIVE BELOW INC COM,FIVE BELOW INC,"7,204 M",Consumer Discretionary,Specialty Retail,Specialty Stores
FL,FOOT LOCKER INC COM,"FOOT LOCKER, INC","3,117 M",Consumer Discretionary,Specialty Retail,Apparel Retail
FLO,FLOWERS FOODS INC COM,"FLOWERS FOODS, INC.","5,526 M",Consumer Staples,Food Products,Packaged Foods & Meats
FLR,FLUOR CORP COM,FLUOR CORPORATION,"3,989 M",Industrials,Construction & Engineering,Construction & Engineering
FLS,FLOWSERVE CORP COM,FLOWSERVE CORPORATION,"4,053 M",Industrials,Machinery,Industrial Machinery
FNB,FNB CORP PA COM,FNB CORP,"4,200 M",Financials,Banks,Regional Banks
FOXF,FOX FACTORY HOLDING CORP COM,FOX FACTORY HOLDING CORP,"3,613 M",Consumer Discretionary,Auto Components,Auto Parts & Equipment
FR,FIRST INDUSTRIAL REALTY TRUST COM STK USD0.01,"FIRST INDUSTRIAL REALTY TRUST, INC.","7,014 M",Real Estate,Equity Real Estate Investment Trusts (REITs),Industrial REITs
FSLR,FIRST SOLAR INC COM,"FIRST SOLAR, INC.","8,049 M",Information Technology,Semiconductors & Semiconductor Equipment,Semiconductors
FULT,FULTON FINANCIAL CORP COM,FULTON FINANCIAL CORPORATION,"2,530 M",Financials,Banks,Regional Banks
G,GENPACT LIMITED COM,GENPACT LIMITED,"8,200 M",Information Technology,IT Services,Data Processing & Outsourced Services
GATX,GATX CORP COM,GATX CORPORATION,"3,831 M",Industrials,Trading Companies & Distributors,Trading Companies & Distributors
GBCI,GLACIER BANCORP COM,"GLACIER BANCORP, INC.","5,383 M",Financials,Banks,Regional Banks
GEF,GREIF INC COM CL A,"GREIF, INC.","3,606 M",Materials,Containers & Packaging,Metal & Glass Containers
GGG,GRACO INC COM,GRACO INC.,"10,815 M",Industrials,Machinery,Industrial Machinery
GHC,GRAHAM HOLDINGS CO COM CL B,GRAHAM HOLDINGS CO,"3,003 M",Consumer Discretionary,Diversified Consumer Services,Education Services
GME,GAMESTOP CORPORATION COM CL A,GAMESTOP CORPORATION,"9,515 M",Consumer Discretionary,Specialty Retail,Computer & Electronics Retail
GMED,GLOBUS MED INC COM CL A,GLOBUS MEDICAL INC,"6,620 M",Health Care,Health Care Equipment & Supplies,Health Care Equipment
GNTX,GENTEX CORP COM,GENTEX CORPORATION,"7,184 M",Consumer Discretionary,Auto Components,Auto Parts & Equipment
GO,GROCERY OUTLET HOLDING CORP COM,GROCERY OUTLET HOLDING CORP,"3,687 M",Consumer Staples,Food & Staples Retailing,Food Retail
GT,GOODYEAR TIRE & RUBBER CO COM,GOODYEAR TIRE & RUBBER CO,"3,717 M",Consumer Discretionary,Auto Components,Tires & Rubber
GXO,GXO LOGISTICS INCORPORATED COM,GXO LOGISTICS INC,"6,411 M",Industrials,Air Freight & Logistics,Air Freight & Logistics
HAE,HAEMONETICS CORP COM,HAEMONETICS CORPORATION,"3,286 M",Health Care,Health Care Equipment & Supplies,Health Care Supplies
HAIN,HAIN CELESTIAL GROUP INC COM,HAIN CELESTIAL GROUP INCORPORATED,"2,333 M",Consumer Staples,Food Products,Packaged Foods & Meats
HALO,HALOZYME THERAPEUTICS INC COM,"HALOZYME THERAPEUTICS, INC.","6,351 M",Health Care,Biotechnology,Biotechnology
HCSG,HEALTHCARE SERVICES GROUP INC COM,HEALTHCARE SERVICES GROUP INC,"1,294 M",Industrials,Commercial Services & Supplies,Diversified Support Services
HE,HAWAIIAN ELECTRIC INDUSTRIES COM,HAWAIIAN ELECTRIC INDUSTRIES INCORPORATION,"4,709 M",Utilities,Electric Utilities,Electric Utilities
HELE,HELEN OF TROY CORP COM,HELEN OF TROY LIMITED,"4,302 M",Consumer Discretionary,Household Durables,Household Appliances
HFC,HOLLYFRONTIER CORPORATION N/C 3/15/22 403949100,HOLLYFRONTIER CORPORATION,"5,932 M",Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Refining & Marketing
HIW,HIGHWOODS PROPERTIES INC COM USD0.01,"HIGHWOODS PROPERTIES, INC.","4,030 M",Real Estate,Equity Real Estate Investment Trusts (REITs),Office REITs
HOG,HARLEY DAVIDSON COM,HARLEY-DAVIDSON INCORPORATED,"5,174 M",Consumer Discretionary,Automobiles,Motorcycle Manufacturers
HOMB,HOME BANCSHARES INC COM,"HOME BANCSHARES, INC.","4,690 M",Financials,Banks,Regional Banks
HPP,HUDSON PAC PPTYS INC COM USD0.01,"HUDSON PACIFIC PROPERTIES, INC","2,798 M",Real Estate,Equity Real Estate Investment Trusts (REITs),Office REITs
HQY,HEALTHEQUITY INC COM,HEALTHEQUITY INC,"5,402 M",Health Care,Health Care Providers & Services,Managed Health Care
HR,HEALTHCARE REALTY TRUST INC COM USD0.01,HEALTHCARE REALTY TRUST INCORPORATED,"4,265 M",Real Estate,Equity Real Estate Investment Trusts (REITs),Health Care REITs
HRB,BLOCK (H & R) INC COM,H & R BLOCK INC,"5,777 M",Consumer Discretionary,Diversified Consumer Services,Specialized Consumer Services
HRC,HILL-ROM HOLDINGS INC CSH MRG $156.00/SH 12/13/21,"HILL-ROM HOLDINGS, INCORPORATION","10,301 M",Health Care,Health Care Equipment & Supplies,Health Care Equipment
HUBB,HUBBELL INC COM,HUBBELL INCORPORATED,"10,310 M",Industrials,Electrical Equipment,Electrical Components & Equipment
HWC,HANCOCK WHITNEY CORPORATION COM,HANCOCK WHITNEY CORP,"4,293 M",Financials,Banks,Regional Banks
HXL,HEXCEL CORPORATION COM,HEXCEL CORPORATION,"4,851 M",Industrials,Aerospace & Defense,Aerospace & Defense
IAA,IAA INC COM,IAA INC (NEW YORK),"5,080 M",Industrials,Commercial Services & Supplies,Diversified Support Services
IART,INTEGRA LIFESCIENCES HLDGS COR COM,INTEGRA LIFESCIENCES HOLDINGS CORPORATION,"5,119 M",Health Care,Health Care Equipment & Supplies,Health Care Equipment
IBKR,INTERACTIVE BROKERS GROUP INC COM CL A,"INTERACTIVE BROKERS GROUP, INC.","5,968 M",Financials,Capital Markets,Investment Banking & Brokerage
IBOC,INTERNATIONAL BANCSHARES CORP COM,INTERNATIONAL BANCSHARES CORPORATION,"2,672 M",Financials,Banks,Regional Banks
ICUI,ICU MEDICAL INC COM,ICU MEDICAL INC,"4,347 M",Health Care,Health Care Equipment & Supplies,Health Care Supplies
IDA,IDACORP INC COM,"IDACORP, INC.","5,438 M",Utilities,Electric Utilities,Electric Utilities
IIVI,II-VI INC COM,II-VI INCORPORATED,"6,610 M",Information Technology,"Electronic Equipment, Instruments & Components",Electronic Components
INGR,INGREDION INC COM,INGREDION INCORPORATION,"6,129 M",Consumer Staples,Food Products,Agricultural Products
IRDM,IRIDIUM COMMUNICATIONS INC COM,IRIDIUM COMMUNICATIONS INC,"4,860 M",Communication Services,Diversified Telecommunication Services,Alternative Carriers
ITT,ITT INC COM,ITT INCORPORATION,"6,246 M",Industrials,Machinery,Industrial Machinery
JACK,JACK IN THE BOX INC COM,JACK IN THE BOX INC.,"1,454 M",Consumer Discretionary,"Hotels, Restaurants & Leisure",Restaurants
JAZZ,JAZZ PHARMACEUTICALS PLC COM,<empty>,"9,446 M",Health Care,Pharmaceuticals,Pharmaceuticals
JBGS,JBG SMITH PROPERTIES COM USD0.01,JBG SMITH PROPERTIES,"3,176 M",Real Estate,Equity Real Estate Investment Trusts (REITs),Office REITs
JBL,JABIL INC COM,JABIL INC,"8,658 M",Information Technology,"Electronic Equipment, Instruments & Components",Electronic Manufacturing Services
JBLU,JETBLUE AIRWAYS CORPORATION COM,JETBLUE AIRWAYS CORPORATION,"3,304 M",Industrials,Airlines,Airlines
JCOM,J2 GLOBAL INC COM,<empty>,<empty>,Information Technology,Software,Application Software
JEF,JEFFERIES FINANCIAL GROUP INC COM,JEFFERIES FINANCIAL GROUP INC,"7,700 M",Financials,Capital Markets,Investment Banking & Brokerage
JHG,HENDERSON GROUP PLC COM,<empty>,"4,603 M",Financials,Capital Markets,Asset Management & Custody Banks
JLL,JONES LANG LASALLE INC COM,JONES LANG LASALLE INCORPORATED,"9,187 M",Real Estate,Real Estate Management & Development,Real Estate Services
JW.A,"John Wiley & Sons, Inc. Common Stock",<empty>,<empty>,Consumer Discretionary,Specialty Retail,Computer & Electronics Retail
JWN,NORDSTROM INC COM,NORDSTROM INC,"4,136 M",Consumer Discretionary,Multiline Retail,Department Stores
KAR,KAR AUCTION SERVICES INC COM,KAR AUCTION SERVICES INCORPORATION,"1,993 M",Industrials,Commercial Services & Supplies,Diversified Support Services
KBH,KB HOME COM,KB HOME,"3,007 M",Consumer Discretionary,Household Durables,Homebuilding
KBR,KBR INC COM,KBR INCORPORATION,"7,014 M",Industrials,Professional Services,Research & Consulting Services
KEX,KIRBY CORP COM,KIRBY CORPORATION,"4,181 M",Industrials,Marine,Marine
KMPR,KEMPER CORP COM,KEMPER CORPORATION,"3,267 M",Financials,Insurance,Property & Casualty Insurance
KMT,KENNAMETAL INC COM,KENNAMETAL INCORPORATED,"2,346 M",Industrials,Machinery,Industrial Machinery
KNSL,KINSALE CAPITAL GROUP INC COM,KINSALE CAPITAL GROUP INC,"5,211 M",Financials,Insurance,Property & Casualty Insurance
KNX,KNIGHT SWIFT TRANSN HLDGS INC COM CL A,KNIGHT-SWIFT TRANSPORTATION HOLDINGS INC,"8,012 M",Industrials,Road & Rail,Trucking
KRC,KILROY REALTY CORP COM STK USD0.01,KILROY REALTY CORPORATION,"6,921 M",Real Estate,Equity Real Estate Investment Trusts (REITs),Office REITs
KSS,KOHLS CORPORATION COM,KOHL'S CORPORATION,"5,451 M",Consumer Discretionary,Multiline Retail,Department Stores
LAD,LITHIA MOTORS INC COM,"LITHIA MOTORS, INC.","8,591 M",Consumer Discretionary,Specialty Retail,Automotive Retail
LAMR,LAMAR ADVERTISING CO COM USD0.001 CL A,LAMAR ADVERTISING CO,"9,815 M",Real Estate,Equity Real Estate Investment Trusts (REITs),Specialized REITs
LANC,LANCASTER COLONY CORP COM,LANCASTER COLONY CORPORATION,"3,288 M",Consumer Staples,Food Products,Packaged Foods & Meats
LEA,LEAR CORP COM,LEAR CORPORATION,"8,215 M",Consumer Discretionary,Auto Components,Auto Parts & Equipment
LECO,LINCOLN ELECTRIC HLDGS INC COM,LINCOLN ELECTRIC HOLDINGS INCORPORATED,"8,136 M",Industrials,Machinery,Industrial Machinery
LFUS,LITTELFUSE INC COM,"LITTELFUSE, INC.","6,849 M",Information Technology,"Electronic Equipment, Instruments & Components",Electronic Components
LGND,LIGAND PHARMACEUTICAL INC COM,LIGAND PHARMACEUTICALS INC,"1,433 M",Health Care,Biotechnology,Biotechnology
LHCG,LHC GROUP INC COM,"LHC GROUP, INC.","5,159 M",Health Care,Health Care Providers & Services,Health Care Services
LII,LENNOX INTERNATIONAL INC COM,LENNOX INTERNATIONAL INCORPORATED,"7,642 M",Industrials,Building Products,Building Products
LITE,LUMENTUM HLDGS INC COM,LUMENTUM HOLDINGS INC,"5,887 M",Information Technology,Communications Equipment,Communications Equipment
LIVN,LIVANOVA PLC COM,<empty>,"3,736 M",Health Care,Health Care Equipment & Supplies,Health Care Equipment
LOPE,GRAND CANYON EDUCATION COM,"GRAND CANYON EDUCATION, INCORPORATION","2,849 M",Consumer Discretionary,Diversified Consumer Services,Education Services
LPX,LOUISIANA-PACIFIC CORP COM,LOUISIANA-PACIFIC CORPORATION,"5,889 M",Materials,Paper & Forest Products,Forest Products
LSCC,LATTICE SEMICONDUCTOR COM,LATTICE SEMICONDUCTOR CORPORATION,"7,260 M",Information Technology,Semiconductors & Semiconductor Equipment,Semiconductors
LSI,LIFE STORAGE INC COM USD0.01,LIFE STORAGE INC,"9,903 M",Real Estate,Equity Real Estate Investment Trusts (REITs),Specialized REITs
LSTR,LANDSTAR SYSTEMS INC COM,LANDSTAR SYSTEM INCORPORATED,"5,686 M",Industrials,Road & Rail,Trucking
MAC,MACERICH CO COM,MACERICH CO,"2,458 M",Real Estate,Equity Real Estate Investment Trusts (REITs),Retail REITs
MAN,MANPOWERGROUP INC COM,MANPOWERGROUP INC,"4,583 M",Industrials,Professional Services,Human Resource & Employment Services
MANH,MANHATTAN ASSOCIATES INC COM,MANHATTAN ASSOCIATES INCORPORATED,"8,099 M",Information Technology,Software,Application Software
MASI,MASIMO CORPORATION COM,MASIMO CORPORATION,"7,769 M",Health Care,Health Care Equipment & Supplies,Health Care Equipment
MAT,MATTEL INC COM,MATTEL INC,"8,671 M",Consumer Discretionary,Leisure Products,Leisure Products
MCY,MERCURY GENERAL CORP COM,MERCURY GENERAL CORPORATION,"2,693 M",Financials,Insurance,Property & Casualty Insurance
MDU,MDU RESOURCES GROUP INC COM,MDU RESOURCES GROUP INC,"5,578 M",Industrials,Construction & Engineering,Construction & Engineering
MEDP,MEDPACE HOLDINGS INC COM,MEDPACE HOLDINGS INC,"4,715 M",Health Care,Life Sciences Tools & Services,Life Sciences Tools & Services
MIDD,MIDDLEBY CORP COM,MIDDLEBY CORP,"8,047 M",Industrials,Machinery,Industrial Machinery
MKSI,MKS INSTRUMENTS INC COM,MKS INSTRUMENTS INCORPORATED,"6,785 M",Information Technology,Semiconductors & Semiconductor Equipment,Semiconductor Equipment
MLHR,HERMAN MILLER INC COM,<empty>,<empty>,Industrials,Commercial Services & Supplies,Office Services & Supplies
MMS,MAXIMUS INC COM,"MAXIMUS, INC.","3,937 M",Information Technology,IT Services,Data Processing & Outsourced Services
MOH,MOLINA HEALTHCARE INC COM,"MOLINA HEALTHCARE, INC.","16,810 M",Health Care,Health Care Providers & Services,Managed Health Care
MPW,MEDICAL PROPERTIES TRUST INC COM USD0.001,"MEDICAL PROPERTIES TRUST, INC.","10,679 M",Real Estate,Equity Real Estate Investment Trusts (REITs),Health Care REITs
MRCY,MERCURY SYSTEMS INC COM,MERCURY SYSTEMS INC,"3,670 M",Industrials,Aerospace & Defense,Aerospace & Defense
MSA,MSA SAFETY INC COM,MSA SAFETY INC,"4,991 M",Industrials,Commercial Services & Supplies,Office Services & Supplies
MSM,MSC INDUSTRIAL DIRECT CO COM CL A,"MSC INDUSTRIAL DIRECT CO., INC.","4,710 M",Industrials,Trading Companies & Distributors,Trading Companies & Distributors
MTG,MGIC INVESTMENT CORP COM,MGIC INVESTMENT CORPORATION,"4,282 M",Financials,Thrifts & Mortgage Finance,Thrifts & Mortgage Finance
MTX,MINERALS TECHNOLOGIES INC COM,MINERALS TECHNOLOGIES INC.,"2,275 M",Materials,Chemicals,Specialty Chemicals
MTZ,MASTEC INC COM,MASTEC INCORPORATED,"6,204 M",Industrials,Construction & Engineering,Construction & Engineering
MUR,MURPHY OIL CORP COM,MURPHY OIL CORPORATION,"6,759 M",Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Exploration & Production
MUSA,MURPHY USA INC COM,MURPHY USA INC,"6,070 M",Consumer Discretionary,Specialty Retail,Automotive Retail
NATI,NATIONAL INSTRUMENTS CORP COM,NATIONAL INSTRUMENTS CORPORATION,"4,616 M",Information Technology,"Electronic Equipment, Instruments & Components",Electronic Equipment & Instruments
NAVI,NAVIENT CORP COM,NAVIENT CORP,"2,285 M",Financials,Consumer Finance,Consumer Finance
NBIX,NEUROCRINE BIOSCIENCES INC COM,NEUROCRINE BIOSCIENCES INC,"9,200 M",Health Care,Biotechnology,Biotechnology
NCR,NCR CORP COM,NCR CORPORATION,"4,692 M",Information Technology,Software,Application Software
NDS,CBOE NASDAQ 100 INDEX SETTLE,<empty>,<empty>,,,
NDSN,NORDSON CORP COM,NORDSON CORPORATION,"12,691 M",Industrials,Machinery,Industrial Machinery
NEOG,NEOGEN CORP COM,NEOGEN CORPORATION,"2,846 M",Health Care,Health Care Equipment & Supplies,Health Care Supplies
NEU,NEWMARKET CORP COM,NEWMARKET CORPORATION,"3,425 M",Materials,Chemicals,Specialty Chemicals
NFG,NATIONAL FUEL GAS CO COM,NATIONAL FUEL GAS COMPANY,"6,734 M",Utilities,Gas Utilities,Gas Utilities
NGVT,INGEVITY CORPORATION COM,INGEVITY CORP,"2,845 M",Materials,Chemicals,Specialty Chemicals
NJR,NEW JERSEY RESOURCES CORP COM,NEW JERSEY RESOURCES CORPORATION,"4,439 M",Utilities,Gas Utilities,Gas Utilities
NKTR,NEKTAR THERAPEUTICS COM,NEKTAR THERAPEUTICS,700 M,Health Care,Pharmaceuticals,Pharmaceuticals
NNN,NATIONAL RETAIL PROPERTIES INC COM USD0.01,"NATIONAL RETAIL PROPERTIES, INC.","7,668 M",Real Estate,Equity Real Estate Investment Trusts (REITs),Retail REITs
NSA,NATIONAL STORAGE AFFILIATES TR USD0.01(BEN OF INT),NATIONAL STORAGE AFFILIATES TRUST,"4,693 M",Real Estate,Equity Real Estate Investment Trusts (REITs),Specialized REITs
NSP,INSPERITY INC COM,INSPERITY INC,"3,838 M",Industrials,Professional Services,Human Resource & Employment Services
NTCT,NETSCOUT SYSTEMS INC COM,NETSCOUT SYSTEMS INCORPORATED,"2,612 M",Information Technology,Communications Equipment,Communications Equipment
NUS,NU SKIN ENTERPRISES INC COM CL A,NU SKIN ENTERPRISES INC,"2,349 M",Consumer Staples,Personal Products,Personal Products
NUVA,NUVASIVE INC COM,"NUVASIVE, INC.","2,895 M",Health Care,Health Care Equipment & Supplies,Health Care Equipment
